OMNIWeb Plus Browser Results
1975 138  0  68.7
1975 139  0  68.9
1975 140  0  68.6
1975 141  0  69.7
1975 142  0  70.8
1975 143  0  70.6
1975 144  0  70.6
1975 145  0  70.2
1975 146  0  69.0
1975 147  0  70.5
1975 148  0  70.6
1975 149  0  71.0
1975 150  0  71.0
1975 151  0  71.1
1975 152  0  71.4
1975 153  0  73.0
1975 154  0  70.8
1975 155  0  70.4
1975 156  0  69.3
1975 157  0  68.2
1975 158  0  68.1
1975 159  0  67.5
1975 160  0  67.7
1975 161  0  68.8
1975 162  0  68.1
1975 163  0  68.4
1975 164  0  67.9
1975 165  0  68.5
1975 166  0  68.9
1975 167  0  71.4
1975 168  0  70.2
1975 169  0  70.2
1975 170  0  71.0
1975 171  0  72.5
1975 172  0  68.7
1975 173  0  69.9
1975 174  0  72.9
1975 175  0  75.9
1975 176  0  77.7
1975 177  0  79.8
1975 178  0  81.5
1975 179  0  80.7
1975 180  0  79.4
1975 181  0  78.8
1975 182  0  78.7
1975 183  0  76.8
1975 184  0  77.1
1975 185  0  76.8
1975 186  0  76.8
1975 187  0  76.1
1975 188  0  74.1
1975 189  0  74.0
1975 190  0  73.3
1975 191  0  73.0
1975 192  0  77.6
1975 193  0  82.7
1975 194  0  88.5
1975 195  0  89.0
1975 196  0  85.6
1975 197  0  83.6
1975 198  0  81.2
1975 199  0  82.8
1975 200  0  81.9
1975 201  0  83.3
1975 202  0  83.1
1975 203  0  82.7
1975 204  0  82.0
1975 205  0  79.3
1975 206  0  79.8
1975 207  0  80.0
1975 208  0  78.5
1975 209  0  76.5
1975 210  0  75.5
1975 211  0  78.9
1975 212  0  81.9
1975 213  0  91.6
1975 214  0  95.4
1975 215  0  97.0
1975 216  0 104.6
1975 217  0 107.9
1975 218  0 120.0
1975 219  0 123.2
1975 220  0 123.7
1975 221  0 115.9
1975 222  0 116.5
1975 223  0 107.3
1975 224  0 104.5
1975 225  0  98.0
1975 226  0  90.9
1975 227  0  86.0
1975 228  0  82.8
1975 229  0  79.0
1975 230  0  76.4
1975 231  0  76.7
1975 232  0  77.2
1975 233  0  80.0
1975 234  0  78.5
1975 235  0  76.8
1975 236  0  77.0
1975 237  0  80.6
1975 238  0  81.3
1975 239  0  83.6
1975 240  0  83.3
1975 241  0  84.7
1975 242  0  86.2
1975 243  0  86.7
1975 244  0  87.0
1975 245  0  87.9
1975 246  0  87.8
1975 247  0  92.8
1975 248  0  94.4
1975 249  0  94.0
1975 250  0  91.1
1975 251  0  88.5
1975 252  0  84.3
1975 253  0  82.5
1975 254  0  81.1
1975 255  0  78.2
1975 256  0  75.2
1975 257  0  74.2
1975 258  0  74.1
1975 259  0  74.3
1975 260  0  74.8
1975 261  0  76.2
1975 262  0  76.2
1975 263  0  76.5
1975 264  0  76.7
1975 265  0  75.3
1975 266  0  76.1
1975 267  0  76.8
1975 268  0  76.7
1975 269  0  76.7
1975 270  0  75.7
1975 271  0  76.1
1975 272  0  75.9
1975 273  0  75.8
1975 274  0  76.4
1975 275  0  78.1
1975 276  0  78.4
1975 277  0  76.3
1975 278  0  76.1
1975 279  0  75.1
1975 280  0  74.3
1975 281  0  74.0
1975 282  0  75.4
1975 283  0  74.3
1975 284  0  73.3
1975 285  0  74.8
1975 286  0  79.0
1975 287  0  80.0
1975 288  0  80.3
1975 289  0  78.5
1975 290  0  78.9
1975 291  0  79.2
1975 292  0  78.0
1975 293  0  77.1
1975 294  0  75.7
1975 295  0  74.2
1975 296  0  74.3
1975 297  0  72.7
1975 298  0  72.1
1975 299  0  71.9
1975 300  0  72.1
1975 301  0  71.7
1975 302  0  70.8
1975 303  0  70.2
1975 304  0  69.9
1975 305  0  70.4
1975 306  0  71.4
1975 307  0  73.0
1975 308  0  75.4
1975 309  0  78.9
1975 310  0  80.1
1975 311  0  80.5
1975 312  0  80.9
1975 313  0  78.8
1975 314  0  78.9
1975 315  0  78.6
1975 316  0  79.9
1975 317  0  79.2
1975 318  0  82.7
1975 319  0  83.7
1975 320  0  87.6
1975 321  0  88.9
1975 322  0  90.8
1975 323  0  93.0
1975 324  0  90.9
1975 325  0  86.6
1975 326  0  81.5
1975 327  0  77.2
1975 328  0  74.7
1975 329  0  73.7
1975 330  0  71.9
1975 331  0  70.7
1975 332  0  70.4
1975 333  0  70.9
1975 334  0  70.6
1975 335  0  72.1
1975 336  0  74.8
1975 337  0  74.3
1975 338  0  74.1
1975 339  0  77.4
1975 340  0  75.8
1975 341  0  73.7
1975 342  0  76.0
1975 343  0  73.3
1975 344  0  73.3
1975 345  0  74.3
1975 346  0  73.4
1975 347  0  72.8
1975 348  0  71.8
1975 349  0  71.8
1975 350  0  70.5
1975 351  0  70.5
1975 352  0  69.6
1975 353  0  69.1
1975 354  0  69.7
1975 355  0  69.0
1975 356  0  68.9
1975 357  0  69.6
1975 358  0  71.4
1975 359  0  71.0
1975 360  0  71.8
1975 361  0  72.5
1975 362  0  71.5
1975 363  0  72.5
1975 364  0  71.9
1975 365  0  72.1
1976   1  0  72.1
1976   2  0  71.2
1976   3  0  71.3
1976   4  0  71.8
1976   5  0  71.9
1976   6  0  71.7
1976   7  0  71.6
1976   8  0  70.9
1976   9  0  69.4
1976  10  0  70.5
1976  11  0  72.1
1976  12  0  76.9
1976  13  0  80.0
1976  14  0  82.1
1976  15  0  80.4
1976  16  0  78.1
1976  17  0  76.6
1976  18  0  76.7
1976  19  0  75.2
1976  20  0  74.6
1976  21  0  72.1
1976  22  0  70.9
1976  23  0  70.2
1976  24  0  68.5
1976  25  0  68.2
1976  26  0  68.2
1976  27  0  67.2
1976  28  0  67.1
1976  29  0  67.4
1976  30  0  68.9
1976  31  0  69.1
1976  32  0  68.6
1976  33  0  68.6
1976  34  0  68.4
1976  35  0  68.4
1976  36  0  67.6
1976  37  0  68.1
1976  38  0  69.3
1976  39  0  68.4
1976  40  0  68.3
1976  41  0  68.5
1976  42  0  68.4
1976  43  0  67.8
1976  44  0  69.7
1976  45  0  69.9
1976  46  0  69.6
1976  47  0  69.7
1976  48  0  69.9
1976  49  0  70.1
1976  50  0  70.1
1976  51  0  70.0
1976  52  0  68.8
1976  53  0  68.9
1976  54  0  69.2
1976  55  0  69.6
1976  56  0  68.4
1976  57  0  68.5
1976  58  0  68.5
1976  59  0  67.9
1976  60  0  67.4
1976  61  0  67.7
1976  62  0  68.1
1976  63  0  67.4
1976  64  0  67.4
1976  65  0  67.6
1976  66  0  67.5
1976  67  0  67.9
1976  68  0  67.9
1976  69  0  68.2
1976  70  0  68.4
1976  71  0  68.8
1976  72  0  68.9
1976  73  0  70.9
1976  74  0  70.1
1976  75  0  69.1
1976  76  0  72.5
1976  77  0  74.4
1976  78  0  79.0
1976  79  0  81.6
1976  80  0  85.0
1976  81  0  91.2
1976  82  0  83.0
1976  83  0  86.9
1976  84  0  82.2
1976  85  0  85.1
1976  86  0  84.1
1976  87  0  85.5
1976  88  0  87.1
1976  89  0  84.0
1976  90  0  82.4
1976  91  0  82.7
1976  92  0  79.6
1976  93  0  76.8
1976  94  0  76.1
1976  95  0  74.7
1976  96  0  73.0
1976  97  0  71.3
1976  98  0  70.3
1976  99  0  71.9
1976 100  0  74.1
1976 101  0  75.3
1976 102  0  77.1
1976 103  0  78.1
1976 104  0  79.6
1976 105  0  79.5
1976 106  0  79.2
1976 107  0  80.6
1976 108  0  80.5
1976 109  0  80.5
1976 110  0  79.8
1976 111  0  80.0
1976 112  0  78.0
1976 113  0  76.2
1976 114  0  75.7
1976 115  0  76.8
1976 116  0  75.7
1976 117  0  75.7
1976 118  0  74.6
1976 119  0  73.4
1976 120  0  79.6
1976 121  0  79.5
1976 122  0  77.6
1976 123  0  74.2
1976 124  0  71.9
1976 125  0  71.5
1976 126  0  71.1
1976 127  0  69.9
1976 128  0  70.3
1976 129  0  70.2
1976 130  0  70.6
1976 131  0  71.7
1976 132  0  72.5
1976 133  0  72.6
1976 134  0  73.6
1976 135  0  74.2
1976 136  0  76.9
1976 137  0  79.2
1976 138  0  76.5
1976 139  0  75.6
1976 140  0  73.8
1976 141  0  73.0
1976 142  0  74.0
1976 143  0  72.5
1976 144  0  71.9
1976 145  0  70.8
1976 146  0  69.8
1976 147  0  69.5
1976 148  0  69.6
1976 149  0  69.0
1976 150  0  68.0
1976 151  0  68.1
1976 152  0  68.7
1976 153  0  68.4
1976 154  0  67.9
1976 155  0  68.1
1976 156  0  68.4
1976 157  0  68.7
1976 158  0  69.3
1976 159  0  69.0
1976 160  0  70.7
1976 161  0  70.1
1976 162  0  71.0
1976 163  0  71.4
1976 164  0  71.7
1976 165  0  72.0
1976 166  0  73.7
1976 167  0  74.3
1976 168  0  77.1
1976 169  0  77.1
1976 170  0  77.9
1976 171  0  76.9
1976 172  0  76.9
1976 173  0  77.7
1976 174  0  78.9
1976 175  0  76.5
1976 176  0  75.2
1976 177  0  74.9
1976 178  0  74.3
1976 179  0  72.8
1976 180  0  71.8
1976 181  0  71.3
1976 182  0  70.3
1976 183  0  69.3
1976 184  0  69.1
1976 185  0  69.5
1976 186  0  68.6
1976 187  0  69.5
1976 188  0  69.6
1976 189  0  69.5
1976 190  0  69.7
1976 191  0  69.7
1976 192  0  70.1
1976 193  0  70.2
1976 194  0  69.8
1976 195  0  69.8
1976 196  0  70.7
1976 197  0  71.4
1976 198  0  69.8
1976 199  0  69.4
1976 200  0  70.6
1976 201  0  70.2
1976 202  0  69.4
1976 203  0  70.1
1976 204  0  70.1
1976 205  0  68.7
1976 206  0  69.4
1976 207  0  68.8
1976 208  0  68.5
1976 209  0  69.4
1976 210  0  69.4
1976 211  0  69.4
1976 212  0  70.7
1976 213  0  72.3
1976 214  0  75.9
1976 215  0  77.8
1976 216  0  82.3
1976 217  0  82.3
1976 218  0  84.2
1976 219  0  84.3
1976 220  0  83.7
1976 221  0  82.0
1976 222  0  82.8
1976 223  0  82.8
1976 224  0  80.4
1976 225  0  80.6
1976 226  0  78.7
1976 227  0  73.4
1976 228  0  72.8
1976 229  0  72.9
1976 230  0  77.8
1976 231  0  78.2
1976 232  0  76.1
1976 233  0  74.5
1976 234  0  73.2
1976 235  0  72.3
1976 236  0  70.8
1976 237  0  70.9
1976 238  0  70.6
1976 239  0  70.1
1976 240  0  71.5
1976 241  0  72.8
1976 242  0  73.3
1976 243  0  73.0
1976 244  0  73.8
1976 245  0  76.3
1976 246  0  75.3
1976 247  0  75.7
1976 248  0  75.9
1976 249  0  75.4
1976 250  0  73.1
1976 251  0  73.0
1976 252  0  72.9
1976 253  0  73.2
1976 254  0  75.8
1976 255  0  75.7
1976 256  0  75.7
1976 257  0  74.3
1976 258  0  74.7
1976 259  0  73.9
1976 260  0  75.8
1976 261  0  76.5
1976 262  0  74.3
1976 263  0  73.3
1976 264  0  72.2
1976 265  0  70.9
1976 266  0  70.5
1976 267  0  72.0
1976 268  0  72.5
1976 269  0  73.4
1976 270  0  72.8
1976 271  0  73.3
1976 272  0  73.6
1976 273  0  71.9
1976 274  0  72.6
1976 275  0  74.6
1976 276  0  73.9
1976 277  0  73.8
1976 278  0  73.1
1976 279  0  74.8
1976 280  0  74.7
1976 281  0  74.5
1976 282  0  74.6
1976 283  0  74.8
1976 284  0  74.9
1976 285  0  73.7
1976 286  0  73.3
1976 287  0  72.6
1976 288  0  74.4
1976 289  0  75.5
1976 290  0  77.0
1976 291  0  78.0
1976 292  0  77.3
1976 293  0  76.6
1976 294  0  75.8
1976 295  0  73.5
1976 296  0  75.4
1976 297  0  80.1
1976 298  0  80.1
1976 299  0  84.7
1976 300  0  80.4
1976 301  0  77.4
1976 302  0  73.8
1976 303  0  72.1
1976 304  0  72.1
1976 305  0  70.4
1976 306  0  70.9
1976 307  0  69.1
1976 308  0  69.8
1976 309  0  69.9
1976 310  0  70.9
1976 311  0  69.7
1976 312  0  69.5
1976 313  0  69.3
1976 314  0  70.7
1976 315  0  69.4
1976 316  0  70.5
1976 317  0  70.8
1976 318  0  69.4
1976 319  0  69.2
1976 320  0  71.1
1976 321  0  71.1
1976 322  0  72.8
1976 323  0  75.6
1976 324  0  74.6
1976 325  0  72.9
1976 326  0  73.2
1976 327  0  73.3
1976 328  0  72.5
1976 329  0  72.9
1976 330  0  72.7
1976 331  0  72.1
1976 332  0  73.7
1976 333  0  71.7
1976 334  0  69.7
1976 335  0  69.7
1976 336  0  70.2
1976 337  0  71.6
1976 338  0  71.2
1976 339  0  71.3
1976 340  0  70.1
1976 341  0  70.1
1976 342  0  69.7
1976 343  0  70.8
1976 344  0  74.3
1976 345  0  76.8
1976 346  0  78.3
1976 347  0  78.6
1976 348  0  78.1
1976 349  0  81.0
1976 350  0  79.8
1976 351  0  77.8
1976 352  0  75.5
1976 353  0  73.8
1976 354  0  72.9
1976 355  0  71.7
1976 356  0  71.8
1976 357  0  73.4
1976 358  0  73.7
1976 359  0  74.2
1976 360  0  75.6
1976 361  0  75.6
1976 362  0  75.2
1976 363  0  74.5
1976 364  0  74.8
1976 365  0  75.1
1976 366  0  76.4
1977   1  0  73.8
1977   2  0  76.5
1977   3  0  76.0
1977   4  0  75.5
1977   5  0  74.0
1977   6  0  72.4
1977   7  0  71.4
1977   8  0  69.6
1977   9  0  68.4
1977  10  0  68.8
1977  11  0  71.2
1977  12  0  74.9
1977  13  0  77.5
1977  14  0  74.5
1977  15  0  75.6
1977  16  0  77.5
1977  17  0  76.1
1977  18  0  75.4
1977  19  0  76.9
1977  20  0  75.2
1977  21  0  74.0
1977  22  0  76.8
1977  23  0  78.7
1977  24  0  77.4
1977  25  0  74.9
1977  26  0  76.0
1977  27  0  75.3
1977  28  0  77.1
1977  29  0  76.1
1977  30  0  76.3
1977  31  0  79.6
1977  32  0  81.7
1977  33  0  82.1
1977  34  0  80.9
1977  35  0  78.7
1977  36  0  77.8
1977  37  0  75.2
1977  38  0  74.6
1977  39  0  78.6
1977  40  0  83.1
1977  41  0  83.5
1977  42  0  84.6
1977  43  0  86.9
1977  44  0  88.5
1977  45  0  85.2
1977  46  0  84.4
1977  47  0  85.7
1977  48  0  89.6
1977  49  0  86.5
1977  50  0  82.8
1977  51  0  81.1
1977  52  0  78.6
1977  53  0  75.9
1977  54  0  75.9
1977  55  0  74.2
1977  56  0  74.3
1977  57  0  72.3
1977  58  0  72.0
1977  59  0  72.6
1977  60  0  72.6
1977  61  0  75.4
1977  62  0  74.8
1977  63  0  76.9
1977  64  0  77.6
1977  65  0  77.6
1977  66  0  77.2
1977  67  0  81.6
1977  68  0  80.3
1977  69  0  80.5
1977  70  0  78.9
1977  71  0  78.6
1977  72  0  77.9
1977  73  0  77.2
1977  74  0  74.8
1977  75  0  74.1
1977  76  0  74.1
1977  77  0  73.9
1977  78  0  74.0
1977  79  0  72.3
1977  80  0  72.8
1977  81  0  74.6
1977  82  0  74.7
1977  83  0  74.8
1977  84  0  74.0
1977  85  0  75.1
1977  86  0  74.5
1977  87  0  74.4
1977  88  0  75.4
1977  89  0  74.6
1977  90  0  74.1
1977  91  0  74.8
1977  92  0  76.3
1977  93  0  76.6
1977  94  0  76.8
1977  95  0  75.5
1977  96  0  76.1
1977  97  0  75.5
1977  98  0  74.3
1977  99  0  74.8
1977 100  0  76.5
1977 101  0  79.2
1977 102  0  80.2
1977 103  0  82.7
1977 104  0  83.4
1977 105  0  86.8
1977 106  0  83.7
1977 107  0  83.6
1977 108  0  80.8
1977 109  0  79.8
1977 110  0  80.4
1977 111  0  80.8
1977 112  0  80.1
1977 113  0  77.5
1977 114  0  76.5
1977 115  0  76.4
1977 116  0  75.4
1977 117  0  74.9
1977 118  0  74.2
1977 119  0  74.8
1977 120  0  76.6
1977 121  0  77.2
1977 122  0  78.5
1977 123  0  81.9
1977 124  0  81.4
1977 125  0  79.6
1977 126  0  78.5
1977 127  0  77.1
1977 128  0  77.9
1977 129  0  83.6
1977 130  0  80.8
1977 131  0  80.8
1977 132  0  79.7
1977 133  0  81.5
1977 134  0  84.8
1977 135  0  85.0
1977 136  0  85.1
1977 137  0  84.1
1977 138  0  82.9
1977 139  0  82.1
1977 140  0  81.3
1977 141  0  81.4
1977 142  0  82.9
1977 143  0  82.4
1977 144  0  79.2
1977 145  0  77.4
1977 146  0  76.8
1977 147  0  77.9
1977 148  0  79.1
1977 149  0  81.7
1977 150  0  89.9
1977 151  0  92.0
1977 152  0  88.9
1977 153  0  90.9
1977 154  0  93.0
1977 155  0  94.2
1977 156  0  90.2
1977 157  0  90.6
1977 158  0  92.0
1977 159  0  91.9
1977 160  0  90.9
1977 161  0  89.2
1977 162  0  87.2
1977 163  0  83.3
1977 164  0  84.2
1977 165  0  82.3
1977 166  0  82.3
1977 167  0  81.4
1977 168  0  82.4
1977 169  0  84.3
1977 170  0  85.2
1977 171  0  88.9
1977 172  0  92.4
1977 173  0  98.8
1977 174  0  99.4
1977 175  0 107.4
1977 176  0 113.8
1977 177  0 120.7
1977 178  0 115.9
1977 179  0 113.4
1977 180  0 111.9
1977 181  0 106.9
1977 182  0 102.0
1977 183  0 100.7
1977 184  0  97.4
1977 185  0  94.0
1977 186  0  88.0
1977 187  0  90.2
1977 188  0  85.2
1977 189  0  82.1
1977 190  0  79.0
1977 191  0  76.9
1977 192  0  76.2
1977 193  0  75.8
1977 194  0  77.8
1977 195  0  76.8
1977 196  0  76.0
1977 197  0  76.9
1977 198  0  76.5
1977 199  0  76.9
1977 200  0  76.9
1977 201  0  80.1
1977 202  0  81.7
1977 203  0  83.1
1977 204  0  85.0
1977 205  0  84.0
1977 206  0  86.0
1977 207  0  86.0
1977 208  0  85.4
1977 209  0  87.5
1977 210  0  86.7
1977 211  0  84.1
1977 212  0  80.4
1977 213  0  83.0
1977 214  0  82.8
1977 215  0  82.3
1977 216  0  82.9
1977 217  0  86.4
1977 218  0  88.2
1977 219  0  86.9
1977 220  0  85.1
1977 221  0  85.9
1977 222  0  87.2
1977 223  0  87.6
1977 224  0  86.5
1977 225  0  89.0
1977 226  0  87.5
1977 227  0  86.9
1977 228  0  87.3
1977 229  0  87.1
1977 230  0  88.6
1977 231  0  87.0
1977 232  0  88.7
1977 233  0  90.8
1977 234  0  89.6
1977 235  0  86.0
1977 236  0  86.0
1977 237  0  87.7
1977 238  0  86.4
1977 239  0  85.4
1977 240  0  82.4
1977 241  0  86.1
1977 242  0  85.5
1977 243  0  84.7
1977 244  0  83.1
1977 245  0  84.2
1977 246  0  87.2
1977 247  0  84.2
1977 248  0  85.6
1977 249  0  84.9
1977 250  0  89.3
1977 251  0  91.6
1977 252  0  95.9
1977 253  0  99.8
1977 254  0 104.6
1977 255  0 107.8
1977 256  0 112.9
1977 257  0 118.2
1977 258  0 120.7
1977 259  0 120.4
1977 260  0 120.6
1977 261  0 120.5
1977 262  0 104.5
1977 263  0 108.8
1977 264  0 104.9
1977 265  0 102.4
1977 266  0  99.3
1977 267  0 100.6
1977 268  0  98.8
1977 269  0  99.4
1977 270  0 100.0
1977 271  0 100.0
1977 272  0  99.4
1977 273  0  97.7
1977 274  0  93.8
1977 275  0  93.2
1977 276  0  97.4
1977 277  0  98.8
1977 278  0 104.0
1977 279  0 103.5
1977 280  0 105.5
1977 281  0 103.8
1977 282  0 100.7
1977 283  0  96.4
1977 284  0  95.3
1977 285  0 100.8
1977 286  0  98.5
1977 287  0  98.9
1977 288  0  98.2
1977 289  0  96.8
1977 290  0  94.9
1977 291  0  95.4
1977 292  0 105.0
1977 293  0  99.6
1977 294  0  98.6
1977 295  0  93.9
1977 296  0  87.3
1977 297  0  88.3
1977 298  0  88.1
1977 299  0  88.6
1977 300  0  88.5
1977 301  0  90.3
1977 302  0  90.3
1977 303  0  94.9
1977 304  0  95.9
1977 305  0  94.4
1977 306  0  93.6
1977 307  0  90.4
1977 308  0  89.4
1977 309  0  90.6
1977 310  0  91.1
1977 311  0  90.2
1977 312  0  90.3
1977 313  0  91.1
1977 314  0  93.1
1977 315  0  94.9
1977 316  0  91.4
1977 317  0  94.0
1977 318  0  97.9
1977 319  0  97.9
1977 320  0  95.9
1977 321  0 100.4
1977 322  0 102.0
1977 323  0  99.2
1977 324  0  95.7
1977 325  0  92.8
1977 326  0  89.3
1977 327  0  88.0
1977 328  0  86.7
1977 329  0  84.7
1977 330  0  84.1
1977 331  0  83.8
1977 332  0  85.6
1977 333  0  85.6
1977 334  0  85.3
1977 335  0  88.4
1977 336  0  91.2
1977 337  0  93.7
1977 338  0  95.9
1977 339  0  96.9
1977 340  0 102.0
1977 341  0 105.5
1977 342  0 106.7
1977 343  0 112.6
1977 344  0 114.7
1977 345  0 107.4
1977 346  0 111.0
1977 347  0 100.6
1977 348  0  93.7
1977 349  0  92.5
1977 350  0  92.5
1977 351  0  91.1
1977 352  0  93.6
1977 353  0  91.0
1977 354  0  88.7
1977 355  0  87.8
1977 356  0  89.9
1977 357  0  91.2
1977 358  0  93.9
1977 359  0  96.3
1977 360  0  99.3
1977 361  0  98.3
1977 362  0  98.9
1977 363  0 105.6
1977 364  0 114.7
1977 365  0 120.2
1978   1  0 126.9
1978   2  0 133.9
1978   3  0 130.2
1978   4  0 124.8
1978   5  0 119.2
1978   6  0 118.7
1978   7  0 111.6
1978   8  0 102.8
1978   9  0  97.0
1978  10  0  93.5
1978  11  0  93.1
1978  12  0  92.1
1978  13  0  90.3
1978  14  0  88.6
1978  15  0  89.6
1978  16  0  86.4
1978  17  0  83.8
1978  18  0  84.7
1978  19  0  85.4
1978  20  0  87.0
1978  21  0  91.4
1978  22  0  96.9
1978  23  0  99.6
1978  24  0 100.4
1978  25  0 103.3
1978  26  0 112.7
1978  27  0 116.4
1978  28  0 127.7
1978  29  0 132.2
1978  30  0 134.9
1978  31  0 133.3
1978  32  0 139.1
1978  33  0 152.6
1978  34  0 156.6
1978  35  0 154.0
1978  36  0 159.0
1978  37  0 156.1
1978  38  0 157.3
1978  39  0 157.0
1978  40  0 155.2
1978  41  0 148.7
1978  42  0 154.2
1978  43  0 159.0
1978  44  0 151.2
1978  45  0 148.4
1978  46  0 136.8
1978  47  0 130.2
1978  48  0 125.9
1978  49  0 124.9
1978  50  0 119.1
1978  51  0 122.2
1978  52  0 122.2
1978  53  0 127.7
1978  54  0 131.8
1978  55  0 135.6
1978  56  0 139.3
1978  57  0 134.8
1978  58  0 137.5
1978  59  0 135.4
1978  60  0 136.3
1978  61  0 141.1
1978  62  0 146.6
1978  63  0 148.4
1978  64  0 154.5
1978  65  0 162.8
1978  66  0 165.2
1978  67  0 168.7
1978  68  0 183.7
1978  69  0 179.1
1978  70  0 175.2
1978  71  0 169.8
1978  72  0 160.9
1978  73  0 160.5
1978  74  0 154.2
1978  75  0 143.3
1978  76  0 135.4
1978  77  0 132.3
1978  78  0 128.1
1978  79  0 125.3
1978  80  0 118.2
1978  81  0 117.0
1978  82  0 116.4
1978  83  0 117.5
1978  84  0 118.2
1978  85  0 112.5
1978  86  0 114.1
1978  87  0 112.7
1978  88  0 111.1
1978  89  0 115.4
1978  90  0 124.5
1978  91  0 130.0
1978  92  0 129.8
1978  93  0 134.5
1978  94  0 143.3
1978  95  0 146.7
1978  96  0 145.3
1978  97  0 146.9
1978  98  0 148.6
1978  99  0 156.1
1978 100  0 155.4
1978 101  0 162.8
1978 102  0 156.2
1978 103  0 145.6
1978 104  0 139.1
1978 105  0 141.4
1978 106  0 137.6
1978 107  0 133.4
1978 108  0 134.1
1978 109  0 139.5
1978 110  0 138.1
1978 111  0 138.4
1978 112  0 146.4
1978 113  0 162.9
1978 114  0 159.8
1978 115  0 159.1
1978 116  0 166.7
1978 117  0 172.8
1978 118  0 176.6
1978 119  0 185.2
1978 120  0 182.1
1978 121  0 181.4
1978 122  0 183.0
1978 123  0 182.2
1978 124  0 178.4
1978 125  0 173.9
1978 126  0 173.1
1978 127  0 162.6
1978 128  0 143.4
1978 129  0 135.1
1978 130  0 129.5
1978 131  0 133.8
1978 132  0 138.2
1978 133  0 140.2
1978 134  0 143.7
1978 135  0 146.1
1978 136  0 147.8
1978 137  0 143.8
1978 138  0 135.6
1978 139  0 133.6
1978 140  0 132.3
1978 141  0 132.7
1978 142  0 135.7
1978 143  0 142.9
1978 144  0 146.5
1978 145  0 147.6
1978 146  0 152.8
1978 147  0 150.6
1978 148  0 147.1
1978 149  0 148.6
1978 150  0 147.2
1978 151  0 152.6
1978 152  0 149.1
1978 153  0 147.0
1978 154  0 130.8
1978 155  0 118.6
1978 156  0 116.9
1978 157  0 109.8
1978 158  0 110.6
1978 159  0 109.3
1978 160  0 106.5
1978 161  0 108.4
1978 162  0 113.2
1978 163  0 116.4
1978 164  0 120.3
1978 165  0 126.4
1978 166  0 132.5
1978 167  0 139.5
1978 168  0 149.0
1978 169  0 153.5
1978 170  0 162.0
1978 171  0 174.2
1978 172  0 185.4
1978 173  0 190.3
1978 174  0 196.7
1978 175  0 194.8
1978 176  0 183.5
1978 177  0 182.4
1978 178  0 179.5
1978 179  0 174.1
1978 180  0 167.4
1978 181  0 154.6
1978 182  0 142.9
1978 183  0 127.6
1978 184  0 116.5
1978 185  0 117.4
1978 186  0 118.9
1978 187  0 119.3
1978 188  0 128.9
1978 189  0 135.9
1978 190  0 147.1
1978 191  0 156.0
1978 192  0 163.2
1978 193  0 174.2
1978 194  0 165.5
1978 195  0 163.1
1978 196  0 169.5
1978 197  0 163.4
1978 198  0 159.5
1978 199  0 154.1
1978 200  0 148.6
1978 201  0 142.9
1978 202  0 140.2
1978 203  0 127.0
1978 204  0 123.4
1978 205  0 118.5
1978 206  0 113.7
1978 207  0 112.2
1978 208  0 110.8
1978 209  0 109.9
1978 210  0 109.2
1978 211  0 109.2
1978 212  0 108.8
1978 213  0 106.0
1978 214  0 106.0
1978 215  0 109.6
1978 216  0 112.3
1978 217  0 117.6
1978 218  0 122.6
1978 219  0 128.2
1978 220  0 130.6
1978 221  0 128.1
1978 222  0 127.5
1978 223  0 121.7
1978 224  0 124.5
1978 225  0 134.9
1978 226  0 132.7
1978 227  0 130.0
1978 228  0 123.6
1978 229  0 119.3
1978 230  0 115.6
1978 231  0 111.6
1978 232  0 107.5
1978 233  0 104.8
1978 234  0 106.0
1978 235  0 104.1
1978 236  0 105.4
1978 237  0 104.2
1978 238  0 100.7
1978 239  0 107.3
1978 240  0 107.7
1978 241  0 116.2
1978 242  0 124.1
1978 243  0 133.9
1978 244  0 159.8
1978 245  0 171.7
1978 246  0 167.0
1978 247  0 174.4
1978 248  0 179.4
1978 249  0 181.1
1978 250  0 177.5
1978 251  0 167.1
1978 252  0 157.6
1978 253  0 149.8
1978 254  0 141.5
1978 255  0 138.5
1978 256  0 138.0
1978 257  0 143.5
1978 258  0 152.6
1978 259  0 161.5
1978 260  0 161.8
1978 261  0 169.3
1978 262  0 168.8
1978 263  0 168.6
1978 264  0 172.5
1978 265  0 171.5
1978 266  0 165.5
1978 267  0 158.9
1978 268  0 157.2
1978 269  0 148.5
1978 270  0 146.2
1978 271  0 147.8
1978 272  0 148.1
1978 273  0 142.6
1978 274  0 139.0
1978 275  0 137.8
1978 276  0 131.7
1978 277  0 132.0
1978 278  0 138.7
1978 279  0 137.4
1978 280  0 141.6
1978 281  0 150.1
1978 282  0 155.8
1978 283  0 162.3
1978 284  0 171.6
1978 285  0 177.2
1978 286  0 178.5
1978 287  0 180.1
1978 288  0 182.0
1978 289  0 176.7
1978 290  0 171.5
1978 291  0 169.4
1978 292  0 170.4
1978 293  0 171.0
1978 294  0 166.9
1978 295  0 161.4
1978 296  0 161.4
1978 297  0 156.9
1978 298  0 156.1
1978 299  0 154.4
1978 300  0 150.7
1978 301  0 148.4
1978 302  0 149.8
1978 303  0 146.5
1978 304  0 144.0
1978 305  0 152.0
1978 306  0 159.0
1978 307  0 169.9
1978 308  0 177.4
1978 309  0 181.2
1978 310  0 172.2
1978 311  0 174.6
1978 312  0 168.0
